Filename,X_True,Y_True,X_Model,Y_Model,Euc_dist,mm_Dist
GNR6QR3P_lower_right,795.0,350.0,791.6799926757812,350.0799865722656,3.32,0.27
5LP835GA_upper_right,801.0,385.0,798.0799560546875,384.6399841308594,2.94,0.24
0191WKPV_lower_right,758.0,330.0,758.3999633789062,334.8666076660156,4.88,0.39
01E5XG8Z_lower_left,800.0,329.0,798.1365356445312,334.7200012207031,6.02,0.48
01ETW4JZ_upper_right,840.0,287.0,840.3200073242188,285.4205627441406,1.61,0.13
DEBDX44O_upper_right,843.0,373.0,856.9599609375,374.3999938964844,14.03,1.12
01FURZ62_lower_right,769.0,312.0,782.719970703125,312.9599914550781,13.75,1.1
EB6DQGAR_lower_right,835.0,408.0,832.6399536132812,410.239990234375,3.25,0.26
0145NKWZ_lower_left,848.0,352.0,849.2799682617188,351.3599853515625,1.43,0.11
MNIAB8K3_lower_left,792.0,336.0,791.6799926757812,338.55999755859375,2.58,0.21
0158T9ED_upper_left,800.0,255.0,799.3599853515625,254.49400329589844,0.82,0.07
013NXP1H_upper_left,776.0,268.0,776.3200073242188,269.44000244140625,1.48,0.12
9GSQBATD_lower_right,799.0,345.0,797.0678100585938,344.9599914550781,1.93,0.15
0AAQ6BO3_upper_right,803.0,278.0,803.2000122070312,278.3999938964844,0.45,0.04
HZH8DYC7_lower_right,864.0,400.0,860.7999877929688,396.2995300292969,4.89,0.39
015WW8D6_lower_right,779.0,371.0,771.2000122070312,371.8399963378906,7.85,0.63
0169NHT6_upper_left,830.0,283.0,827.59716796875,280.0320129394531,3.82,0.31
ANLLPLV7_upper_left,736.0,314.0,737.9199829101562,315.5199890136719,2.45,0.2
0145NKWZ_upper_right,842.0,272.0,836.47998046875,271.08526611328125,5.6,0.45
KBGVMAF7_upper_left,813.0,240.0,804.47998046875,234.87998962402344,9.94,0.8
01HMZ9RN_lower_right,785.0,345.0,784.0,344.9599914550781,1.0,0.08
01ETW4JZ_lower_left,843.0,337.0,840.3200073242188,339.8399963378906,3.9,0.31
013ZD6EX_upper_right,723.0,304.0,718.719970703125,305.2095947265625,4.45,0.36
01FAYE3T_upper_right,765.0,280.0,764.7999877929688,278.3999938964844,1.61,0.13
0158T9ED_lower_right,830.0,351.0,826.239990234375,350.0798645019531,3.87,0.31
BC0OWLNW_lower_left,816.0,411.0,818.5599975585938,414.0799865722656,4.0,0.32
015WW8D6_upper_left,729.0,259.0,727.6799926757812,261.7599792480469,3.06,0.24
01G1AKV2_lower_right,820.0,379.0,821.1199951171875,380.79998779296875,2.12,0.17
015WXFRN_upper_right,786.0,297.0,787.9718017578125,298.8800048828125,2.72,0.22
0158T9ED_upper_right,798.0,255.0,795.5199584960938,255.36000061035156,2.51,0.2
IHKL3Y8N_lower_left,790.0,376.0,787.9718627929688,378.239990234375,3.02,0.24
4J24X0ES_lower_right,819.0,478.0,823.6799926757812,480.6399841308594,5.37,0.43
DEBDX44O_upper_left,856.0,364.0,855.6799926757812,364.1600036621094,0.36,0.03
01E5XG8Z_upper_right,787.0,282.0,785.469970703125,279.67999267578125,2.78,0.22
013NXP1H_upper_right,732.0,255.0,732.7999877929688,256.6399841308594,1.82,0.15
0KIUZ4G5_lower_left,872.0,354.0,894.0799560546875,352.6399841308594,22.12,1.77
LGADV15G_lower_right,802.0,353.0,800.6399536132812,352.6399841308594,1.41,0.11
CBSF6Q84_lower_right,752.0,322.0,754.724853515625,317.9693603515625,4.87,0.39
01ETW4JZ_upper_left,832.0,286.0,827.7118530273438,281.6973876953125,6.07,0.49
0148UTKX_upper_left,785.0,327.0,784.032470703125,323.1999816894531,3.92,0.31
DEBDX44O_lower_right,840.0,523.0,842.8800048828125,528.9183349609375,6.58,0.53
013NXP1H_lower_left,816.0,357.0,817.2799682617188,355.1999816894531,2.21,0.18
E552BK9X_upper_right,821.0,252.0,821.1199951171875,251.51998901367188,0.49,0.04
0VFZZY32_lower_left,781.0,432.0,782.719970703125,430.7200012207031,2.14,0.17
014ZTUSK_lower_left,816.0,351.0,817.2799682617188,351.0091857910156,1.28,0.1
01KRCSKD_upper_left,832.0,312.0,827.6033935546875,312.9599914550781,4.5,0.36
JJEIMAPR_lower_right,844.0,422.0,845.4400024414062,423.03997802734375,1.78,0.14
IHKL3Y8N_upper_left,770.0,311.0,769.9199829101562,311.67999267578125,0.68,0.05
56R9FBMK_lower_right,803.0,330.0,802.1804809570312,336.0,6.06,0.48
015WXFRN_upper_left,790.0,304.0,782.8223266601562,300.1600036621094,8.14,0.65
017UYAW4_upper_right,773.0,285.0,775.0399780273438,282.377197265625,3.32,0.27
01J9RWK6_upper_right,739.0,311.0,732.7999877929688,312.5757141113281,6.4,0.51
013NUWYR_lower_right,818.0,236.0,818.5962524414062,237.7324676513672,1.83,0.15
01J1XXHR_lower_right,760.0,330.0,772.47998046875,334.7200012207031,13.34,1.07
016XWJ8X_upper_right,834.0,326.0,827.5199584960938,323.1999816894531,7.06,0.56
01JH0154_upper_left,819.0,301.0,819.8998413085938,304.0,3.13,0.25
BC0OWLNW_lower_right,831.0,412.0,826.239990234375,414.0799865722656,5.19,0.42
0KIUZ4G5_lower_right,900.0,353.0,905.5999755859375,352.6399841308594,5.61,0.45
9GSQBATD_upper_left,780.0,313.0,781.4400024414062,312.9599914550781,1.44,0.12
015KFJV6_upper_right,802.0,303.0,798.0799560546875,305.2799987792969,4.53,0.36
01J1XXHR_upper_left,777.0,292.0,781.4400024414062,292.47998046875,4.47,0.36
KWWQJ60M_lower_left,780.0,349.0,785.2799682617188,349.8722229003906,5.35,0.43
B7JSFJPG_upper_left,779.0,328.0,781.4400024414062,325.7599792480469,3.31,0.26
5SD5BWLR_upper_left,781.0,287.0,782.719970703125,284.79998779296875,2.79,0.22
LA67YYVJ_lower_right,803.0,440.0,801.9199829101562,440.9599914550781,1.44,0.12
01FURZ62_lower_left,791.0,317.0,786.720703125,314.239990234375,5.09,0.41
KBGVMAF7_lower_left,839.0,349.0,830.0799560546875,348.79998779296875,8.92,0.71
014EZU5V_upper_right,791.0,285.0,789.1199951171875,282.239990234375,3.34,0.27
J1A5FRQN_lower_left,805.0,447.0,800.6961669921875,447.3599853515625,4.32,0.35
9GSQBATD_lower_left,806.0,346.0,805.760009765625,346.239990234375,0.34,0.03
014JJ942_upper_left,770.0,278.0,778.8800048828125,278.8315734863281,8.92,0.71
9KDRM0A8_lower_right,724.0,335.0,731.5199584960938,339.8399963378906,8.94,0.72
LA67YYVJ_lower_left,783.0,432.0,781.6456298828125,430.7200012207031,1.86,0.15
01422MSK_lower_left,739.0,302.0,753.4581909179688,312.9599914550781,18.14,1.45
E552BK9X_lower_left,759.0,288.0,744.3200073242188,284.5643615722656,15.08,1.21
45UD35GC_upper_right,798.0,269.0,796.7999877929688,270.7200012207031,2.1,0.17
015SUFFX_lower_right,800.0,334.0,798.0799560546875,337.2799987792969,3.8,0.3
01FAYE3T_lower_right,772.0,367.0,768.6590576171875,366.7200012207031,3.35,0.27
9GSQBATD_upper_right,787.0,315.0,784.0,314.239990234375,3.09,0.25
50O9GUWT_upper_right,807.0,252.0,807.0399780273438,250.239990234375,1.76,0.14
01G1GYUF_lower_right,776.0,355.0,776.3200073242188,352.6399841308594,2.38,0.19
AEOQ4Q9Q_upper_left,798.0,278.0,796.7999877929688,276.87744140625,1.64,0.13
KWWQJ60M_upper_left,761.0,274.0,757.3544921875,273.2799987792969,3.72,0.3
01JZF0KX_lower_right,805.0,340.0,795.7891235351562,341.1199951171875,9.28,0.74
5SD5BWLR_upper_right,781.0,288.0,782.719970703125,284.79998779296875,3.63,0.29
01JZF0KX_upper_right,728.0,283.0,728.9599609375,282.0384216308594,1.36,0.11
HZH8DYC7_lower_left,856.0,392.0,855.6799926757812,389.7599792480469,2.26,0.18
0VFZZY32_upper_right,790.0,383.0,789.1199951171875,382.60064697265625,0.97,0.08
0AAQ6BO3_upper_left,805.0,280.0,807.0399780273438,279.67999267578125,2.06,0.16
DBNTTNY9_lower_right,866.0,385.0,863.3765258789062,384.6399841308594,2.65,0.21
ASUXPX7O_upper_right,755.0,268.0,753.3834228515625,269.44000244140625,2.16,0.17
E23G704K_lower_left,783.0,346.0,782.719970703125,344.9599914550781,1.08,0.09
01HMZ9RN_upper_left,772.0,282.0,773.9010620117188,279.67999267578125,3.0,0.24
DBNTTNY9_upper_right,768.0,250.0,766.0799560546875,247.67999267578125,3.01,0.24
1419YTY4_lower_left,763.0,416.0,758.3999633789062,416.6399841308594,4.64,0.37
K9X2TVDE_upper_right,804.0,384.0,799.3599853515625,383.3599853515625,4.68,0.37
GNR6QR3P_lower_left,792.0,354.0,786.5599975585938,351.2737731933594,6.08,0.49
013FHA7K_upper_right,782.0,276.0,782.719970703125,276.18402099609375,0.74,0.06
J1A5FRQN_upper_left,821.0,381.0,821.1199951171875,382.0799865722656,1.09,0.09
AEOQ4Q9Q_upper_right,801.0,273.0,798.0799560546875,273.6629943847656,2.99,0.24
ameziani_upper_left,854.0,354.0,855.6799926757812,352.6399841308594,2.16,0.17
015KFJV6_lower_left,818.0,320.0,818.5599975585938,320.6399841308594,0.85,0.07
01CCUKV4_upper_right,799.0,283.0,798.0799560546875,281.01666259765625,2.19,0.18
014EZU5V_upper_left,785.0,283.0,784.899658203125,279.67999267578125,3.32,0.27
0KIUZ4G5_upper_left,873.0,246.0,871.0399780273438,244.6201629638672,2.4,0.19
01KRCSKD_lower_left,843.0,330.0,840.3200073242188,336.0,6.57,0.53
E23G704K_upper_right,789.0,298.0,785.2799682617188,300.1600036621094,4.3,0.34
01FX95TX_lower_left,774.0,307.0,776.3200073242188,307.8399963378906,2.47,0.2
5LP835GA_upper_left,804.0,387.0,796.7999877929688,385.91998291015625,7.28,0.58
013NXP1H_lower_right,836.0,362.0,830.2291870117188,359.03997802734375,6.49,0.52
014JJ942_upper_right,776.0,273.0,781.5706176757812,274.55999755859375,5.78,0.46
GNR6QR3P_upper_left,779.0,293.0,781.4400024414062,296.32000732421875,4.12,0.33
01G1GYUF_upper_left,779.0,320.0,780.1599731445312,315.5199890136719,4.63,0.37
KWWQJ60M_lower_right,784.0,350.0,784.0387573242188,350.0799865722656,0.09,0.01
ameziani_lower_left,855.0,385.0,855.6799926757812,384.6399841308594,0.77,0.06
4J24X0ES_lower_left,831.0,481.0,827.5199584960938,483.6368713378906,4.37,0.35
DBNTTNY9_lower_left,842.0,367.0,850.5599975585938,375.67999267578125,12.19,0.98
BC0OWLNW_upper_left,875.0,378.0,894.0799560546875,378.239990234375,19.08,1.53
0171X5EV_lower_left,791.0,343.0,790.3999633789062,343.67999267578125,0.91,0.07
015DUP26_upper_right,725.0,284.0,725.1199951171875,283.0773620605469,0.93,0.07
0OF8OOCX_lower_left,853.0,315.0,854.3999633789062,314.239990234375,1.59,0.13
014JJ942_lower_right,778.0,306.0,781.4400024414062,307.8399963378906,3.9,0.31
0TMOBYXS_lower_left,762.0,339.0,759.6799926757812,341.1199951171875,3.14,0.25
0OF8OOCX_lower_right,843.0,302.0,845.623291015625,305.77239990234375,4.59,0.37
LA67YYVJ_upper_right,830.0,352.0,827.5199584960938,351.3599853515625,2.56,0.2
B7JSFJPG_upper_right,774.0,325.0,776.3200073242188,318.0799865722656,7.3,0.58
01DXDP2R_upper_right,722.0,272.0,718.719970703125,272.0,3.28,0.26
01CCUKV4_lower_right,873.0,368.0,868.47998046875,368.6020202636719,4.56,0.36
0KIUZ4G5_upper_right,863.0,241.0,863.3599853515625,240.0,1.06,0.08
015DXGZH_lower_right,773.0,306.0,776.3200073242188,306.55999755859375,3.37,0.27
01E5XG8Z_lower_right,800.0,328.0,798.1062622070312,330.8800048828125,3.45,0.28
01J9RWK6_upper_left,734.0,308.0,739.2000122070312,307.8399963378906,5.2,0.42
KWWQJ60M_upper_right,770.0,275.0,766.0799560546875,275.8399963378906,4.01,0.32
5SD5BWLR_lower_left,795.0,361.0,792.9599609375,359.03997802734375,2.83,0.23
017UYAW4_lower_right,808.0,337.0,811.0455322265625,339.8399963378906,4.16,0.33
016XWJ8X_lower_right,808.0,346.0,798.0799560546875,342.26953125,10.6,0.85
7IGA0W6E_upper_right,806.0,307.0,812.1599731445312,306.55999755859375,6.18,0.49
01JH0154_lower_right,831.0,320.0,827.5199584960938,316.79998779296875,4.73,0.38
ASUXPX7O_lower_left,750.0,334.0,750.719970703125,336.0,2.13,0.17
015KFJV6_lower_right,818.0,324.0,818.5599975585938,321.91998291015625,2.15,0.17
45UD35GC_lower_left,822.0,330.0,820.0511474609375,329.6000061035156,1.99,0.16
0148UTKX_lower_left,816.0,337.0,818.5599975585938,341.4402160644531,5.13,0.41
014JJ942_lower_left,784.0,313.0,782.719970703125,312.9599914550781,1.28,0.1
ASUXPX7O_upper_left,744.0,273.0,756.1251220703125,273.2799987792969,12.13,0.97
7DRMXZ3A_lower_left,836.0,339.0,830.0799560546875,341.4019775390625,6.39,0.51
56R9FBMK_lower_left,799.0,332.0,798.1382446289062,336.0,4.09,0.33
014WKP6A_upper_left,788.0,277.0,786.5599975585938,277.1199951171875,1.44,0.12
01FURZ62_upper_right,789.0,297.0,786.5599975585938,300.1600036621094,3.99,0.32
01K3G866_upper_right,696.0,299.0,699.5199584960938,301.44000244140625,4.28,0.34
015DXGZH_upper_right,760.0,274.0,755.8399658203125,273.2799987792969,4.22,0.34
FKSYZ9LA_upper_right,809.0,265.0,812.1599731445312,268.1600036621094,4.47,0.36
EB6DQGAR_lower_left,817.0,408.0,827.5199584960938,411.5199890136719,11.09,0.89
AYSCFCO8_upper_right,796.0,261.0,792.9599609375,264.32000732421875,4.5,0.36
015DUP26_upper_left,730.0,285.0,726.3999633789062,283.9344177246094,3.75,0.3
JJEIMAPR_upper_left,888.0,377.0,891.5199584960938,379.5199890136719,4.33,0.35
01HMZ9RN_upper_right,773.0,282.0,776.3200073242188,279.98773193359375,3.88,0.31
DBNTTNY9_upper_left,788.0,257.0,786.5599975585938,259.1999816894531,2.63,0.21
50O9GUWT_lower_left,775.0,299.0,775.0399780273438,300.1600036621094,1.16,0.09
016XWJ8X_upper_left,818.0,329.0,823.6799926757812,333.44000244140625,7.21,0.58
CBSF6Q84_upper_left,759.0,325.0,755.8399658203125,321.91998291015625,4.41,0.35
01KRCSKD_lower_right,846.0,329.0,846.792724609375,332.1600036621094,3.26,0.26
01ETW4JZ_lower_right,850.0,341.0,848.0,342.3999938964844,2.44,0.2
015SUFFX_upper_left,747.0,288.0,748.1599731445312,284.79998779296875,3.4,0.27
E23G704K_upper_left,786.0,307.0,785.2799682617188,306.55999755859375,0.84,0.07
C2SF98X5_upper_right,848.0,374.0,850.6784057617188,376.9599914550781,3.99,0.32
6BWQC0CT_upper_left,767.0,273.0,760.9599609375,273.2799987792969,6.05,0.48
0148UTKX_upper_right,778.0,325.0,780.1599731445312,320.6399841308594,4.87,0.39
0169NHT6_upper_right,826.0,280.0,826.239990234375,278.3999938964844,1.62,0.13
1419YTY4_lower_right,740.0,409.0,748.1599731445312,410.189208984375,8.25,0.66
6BWQC0CT_lower_left,800.0,311.0,796.7999877929688,311.623779296875,3.26,0.26
8SLVB1AH_upper_right,759.0,265.0,757.1199951171875,268.1600036621094,3.68,0.29
0148VUFR_lower_right,792.0,343.0,790.3999633789062,343.67999267578125,1.74,0.14
01FAYE3T_upper_left,772.0,281.0,773.760009765625,279.67999267578125,2.2,0.18
014WKP6A_lower_left,827.0,361.0,824.9599609375,358.3346862792969,3.36,0.27
0148UTKX_lower_right,822.0,336.0,804.47998046875,337.2799987792969,17.57,1.41
56R9FBMK_upper_right,833.0,265.0,830.0799560546875,267.56329345703125,3.89,0.31
01DXDP2R_lower_right,713.0,327.0,709.760009765625,323.1999816894531,4.99,0.4
KS0FGXGB_upper_left,816.0,358.0,816.7864379882812,356.5000305175781,1.69,0.14
013TXGFK_lower_left,835.0,363.0,826.239990234375,359.03997802734375,9.61,0.77
0TMOBYXS_lower_right,769.0,339.0,764.7999877929688,341.1199951171875,4.7,0.38
87N5YSES_upper_left,840.0,377.0,837.760009765625,379.5199890136719,3.37,0.27
1419YTY4_upper_left,823.0,371.0,822.3999633789062,375.67999267578125,4.72,0.38
01A6H4PZ_upper_left,795.0,294.0,792.9599609375,295.0400085449219,2.29,0.18
013FHA7K_upper_left,799.0,276.0,796.7999877929688,275.8399963378906,2.21,0.18
E23G704K_lower_right,782.0,348.0,782.719970703125,348.79998779296875,1.08,0.09
ameziani_lower_right,841.0,376.0,836.47998046875,379.5199890136719,5.73,0.46
01FX95TX_lower_right,772.0,308.0,773.760009765625,307.8399963378906,1.77,0.14
0145NKWZ_upper_left,846.0,273.0,840.3200073242188,272.0,5.77,0.46
017UYAW4_upper_left,776.0,280.0,778.8800048828125,279.0953063964844,3.02,0.24
01FGPDFR_upper_left,853.0,304.0,858.239990234375,305.2799987792969,5.39,0.43
01HJKFR8_upper_left,781.0,318.0,798.3128051757812,314.239990234375,17.72,1.42
KS0FGXGB_lower_right,755.0,435.0,753.2799682617188,430.7200012207031,4.61,0.37
9KDRM0A8_lower_left,728.0,334.0,728.9599609375,337.67437744140625,3.8,0.3
3JCUF41E_upper_right,775.0,291.0,776.3200073242188,288.6399841308594,2.7,0.22
5SD5BWLR_lower_right,801.0,362.0,796.7999877929688,357.7599792480469,5.97,0.48
JJEIMAPR_lower_left,834.0,433.0,830.0799560546875,430.7200012207031,4.53,0.36
01FGPDFR_upper_right,858.0,301.0,858.239990234375,302.7200012207031,1.74,0.14
7IGA0W6E_lower_left,811.0,362.0,812.1599731445312,359.03997802734375,3.18,0.25
0VFZZY32_lower_right,770.0,429.0,773.760009765625,425.5999755859375,5.07,0.41
JJEIMAPR_upper_right,864.0,366.0,862.0759887695312,369.2799987792969,3.8,0.3
01422MSK_upper_left,754.0,291.0,753.2799682617188,288.8465576171875,2.27,0.18
0VFZZY32_upper_left,791.0,380.0,789.1199951171875,381.59576416015625,2.47,0.2
01F4JV8X_upper_right,778.0,267.0,781.4400024414062,269.44000244140625,4.22,0.34
3JCUF41E_lower_left,825.0,307.0,821.1199951171875,309.5353698730469,4.63,0.37
45UD35GC_lower_right,803.0,322.0,803.2000122070312,320.6399841308594,1.37,0.11
01F6WV5D_lower_right,742.0,351.0,745.5999755859375,351.3599853515625,3.62,0.29
7DRMXZ3A_lower_right,830.0,324.0,827.5199584960938,321.91998291015625,3.24,0.26
01G1AKV2_lower_left,816.0,385.0,818.5599975585938,385.91998291015625,2.72,0.22
0TMOBYXS_upper_left,744.0,264.0,745.5999755859375,268.1600036621094,4.46,0.36
H8RSX6T2_lower_left,826.0,344.0,819.8399658203125,344.9599914550781,6.23,0.5
01A6H4PZ_lower_right,766.0,274.0,759.8301391601562,272.0,6.49,0.52
BNQ3Q4G3_lower_right,777.0,422.0,777.7271728515625,421.7599792480469,0.77,0.06
50O9GUWT_lower_right,775.0,294.0,779.126708984375,297.6000061035156,5.48,0.44
H8RSX6T2_lower_right,819.0,344.0,819.8399658203125,343.67999267578125,0.9,0.07
01MAVHYZ_lower_right,784.0,362.0,782.7274780273438,358.6326599121094,3.6,0.29
015RM178_lower_left,836.0,333.0,832.6399536132812,337.2799987792969,5.44,0.44
015RM178_upper_left,774.0,303.0,776.3200073242188,305.2799987792969,3.25,0.26
8SLVB1AH_lower_left,794.0,382.0,793.0469970703125,383.3599853515625,1.66,0.13
6TZ254SP_lower_left,821.0,363.0,819.8399658203125,360.3199768066406,2.92,0.23
017UYAW4_lower_left,803.0,338.0,799.5059814453125,341.1199951171875,4.68,0.37
01K3G866_upper_left,716.0,306.0,714.8800048828125,306.5261535644531,1.24,0.1
E4GH1D3S_lower_right,853.0,414.0,855.6799926757812,416.6399841308594,3.76,0.3
01F6WV5D_upper_left,679.0,222.0,677.760009765625,224.63999938964844,2.92,0.23
01G1AKV2_upper_left,827.0,289.0,827.5199584960938,286.3581237792969,2.69,0.22
01MAVHYZ_upper_left,822.0,311.0,821.1199951171875,312.9599914550781,2.15,0.17
019P6PZD_upper_right,796.0,258.0,795.5199584960938,260.47998046875,2.53,0.2
AYSCFCO8_lower_left,830.0,359.0,827.5199584960938,355.1999816894531,4.54,0.36
0169NHT6_lower_right,850.0,348.0,849.2799682617188,348.0146789550781,0.72,0.06
01HMZ9RN_lower_left,783.0,346.0,784.0,346.239990234375,1.03,0.08
C2SF98X5_lower_left,822.0,502.0,821.1199951171875,500.440185546875,1.79,0.14
45UD35GC_upper_left,791.0,263.0,787.8399658203125,264.2832336425781,3.41,0.27
K9X2TVDE_lower_right,765.0,410.0,760.9599609375,411.5199890136719,4.32,0.35
014WKP6A_lower_right,830.0,362.0,827.5199584960938,357.77978515625,4.89,0.39
EB6DQGAR_upper_left,835.0,384.0,830.0799560546875,384.6399841308594,4.96,0.4
013FHA7K_lower_left,844.0,369.0,844.1599731445312,373.2906799316406,4.29,0.34
01CCUKV4_lower_left,869.0,372.0,865.9199829101562,374.3999938964844,3.9,0.31
019P6PZD_upper_left,796.0,262.0,796.7999877929688,264.4202575683594,2.55,0.2
01KRCSKD_upper_right,812.0,304.0,813.4400024414062,305.22113037109375,1.89,0.15
FKSYZ9LA_upper_left,811.0,267.0,816.0,270.1395568847656,5.9,0.47
01FGPDFR_lower_left,869.0,341.0,868.47998046875,342.3999938964844,1.49,0.12
ANLLPLV7_upper_right,736.0,316.0,737.9199829101562,316.79998779296875,2.08,0.17
B7JSFJPG_lower_right,792.0,365.0,790.3999633789062,365.1697998046875,1.61,0.13
01F4JV8X_lower_right,778.0,327.0,781.4400024414062,324.47998046875,4.26,0.34
K9X2TVDE_lower_left,771.0,409.0,770.1311645507812,410.239990234375,1.51,0.12
019P6PZD_lower_right,828.0,347.0,826.239990234375,345.2190246582031,2.5,0.2
6TZ254SP_upper_left,774.0,299.0,776.462646484375,301.44000244140625,3.47,0.28
EB6DQGAR_upper_right,826.0,384.0,826.239990234375,384.6399841308594,0.68,0.05
01JH0154_upper_right,810.0,296.0,813.4400024414062,298.8800048828125,4.49,0.36
BNQ3Q4G3_upper_right,776.0,379.0,780.1599731445312,379.60540771484375,4.2,0.34
3JCUF41E_lower_right,811.0,308.0,819.8399658203125,307.8399963378906,8.84,0.71
01F4JV8X_lower_left,775.0,329.0,776.3200073242188,329.6000061035156,1.45,0.12
014EZU5V_lower_left,822.0,344.0,821.1199951171875,343.67999267578125,0.94,0.08
0158T9ED_lower_left,826.0,350.0,824.9599609375,350.0799865722656,1.04,0.08
01MAVHYZ_upper_right,820.0,313.0,822.3999633789062,314.239990234375,2.7,0.22
BNQ3Q4G3_upper_left,809.0,373.0,810.8800048828125,374.3999938964844,2.34,0.19
01DXDP2R_lower_left,712.0,327.0,709.760009765625,323.1999816894531,4.41,0.35
01J1XXHR_upper_right,784.0,295.0,784.0717163085938,298.8800048828125,3.88,0.31
0AAQ6BO3_lower_right,833.0,358.0,827.5199584960938,353.91998291015625,6.83,0.55
0171X5EV_upper_right,788.0,279.0,789.1199951171875,278.3999938964844,1.27,0.1
BNQ3Q4G3_lower_left,775.0,426.0,776.3200073242188,425.5999755859375,1.38,0.11
01F6WV5D_upper_right,679.0,221.0,677.760009765625,223.36000061035156,2.67,0.21
9KDRM0A8_upper_left,742.0,303.0,744.3200073242188,305.2799987792969,3.25,0.26
5LP835GA_lower_right,779.0,376.0,780.1599731445312,378.0486755371094,2.35,0.19
6BWQC0CT_upper_right,766.0,275.0,763.5199584960938,275.8399963378906,2.62,0.21
01HJKFR8_lower_left,797.0,348.0,792.9599609375,348.7776794433594,4.11,0.33
AYSCFCO8_lower_right,834.0,356.0,828.7999877929688,354.08404541015625,5.54,0.44
01J9RWK6_lower_right,840.0,375.0,840.3200073242188,378.239990234375,3.26,0.26
01422MSK_upper_right,759.0,291.0,754.5877075195312,288.6399841308594,5.0,0.4
E4GH1D3S_upper_right,856.0,377.0,854.3999633789062,378.239990234375,2.02,0.16
01FX95TX_upper_right,776.0,297.0,780.1599731445312,300.1600036621094,5.22,0.42
87N5YSES_lower_left,829.0,482.0,826.239990234375,483.8920593261719,3.35,0.27
0171X5EV_lower_right,790.0,345.0,789.1199951171875,344.7434387207031,0.92,0.07
01A6H4PZ_upper_right,815.0,298.0,817.5137329101562,300.1600036621094,3.31,0.26
KS0FGXGB_lower_left,749.0,434.0,748.1599731445312,430.7200012207031,3.39,0.27
