Filename,X_True,Y_True,X_Model,Y_Model,Euc_dist,mm_Dist
GNR6QR3P_lower_right,795.0,350.0,790.3999633789062,349.4712829589844,4.63,0.37
5LP835GA_upper_right,801.0,385.0,798.8592529296875,383.4158935546875,2.66,0.21
0191WKPV_lower_right,758.0,330.0,759.6799926757812,329.03240966796875,1.94,0.16
01E5XG8Z_lower_left,800.0,329.0,798.32421875,331.50823974609375,3.02,0.24
01ETW4JZ_upper_right,840.0,287.0,844.2944946289062,286.7187194824219,4.3,0.34
DEBDX44O_upper_right,843.0,373.0,857.0742797851562,373.4269714355469,14.08,1.13
01FURZ62_lower_right,769.0,312.0,782.719970703125,314.7795104980469,14.0,1.12
EB6DQGAR_lower_right,835.0,408.0,832.8304443359375,411.8167419433594,4.39,0.35
0145NKWZ_lower_left,848.0,352.0,850.5599975585938,351.6551513671875,2.58,0.21
MNIAB8K3_lower_left,792.0,336.0,791.8425903320312,338.03717041015625,2.04,0.16
0158T9ED_upper_left,800.0,255.0,798.0799560546875,253.0213623046875,2.76,0.22
013NXP1H_upper_left,776.0,268.0,777.689208984375,270.0089111328125,2.62,0.21
9GSQBATD_lower_right,799.0,345.0,796.859375,345.1708068847656,2.15,0.17
0AAQ6BO3_upper_right,803.0,278.0,803.661865234375,277.6978454589844,0.73,0.06
HZH8DYC7_lower_right,864.0,400.0,860.9598388671875,396.72479248046875,4.47,0.36
015WW8D6_lower_right,779.0,371.0,772.47998046875,368.3977355957031,7.02,0.56
0169NHT6_upper_left,830.0,283.0,827.5664672851562,281.1785583496094,3.04,0.24
ANLLPLV7_upper_left,736.0,314.0,735.3599853515625,312.00732421875,2.09,0.17
0145NKWZ_upper_right,842.0,272.0,840.3200073242188,273.5492248535156,2.29,0.18
KBGVMAF7_upper_left,813.0,240.0,801.9199829101562,234.50762939453125,12.37,0.99
01HMZ9RN_lower_right,785.0,345.0,784.0,344.97393798828125,1.0,0.08
01ETW4JZ_lower_left,843.0,337.0,841.5999755859375,338.0916748046875,1.78,0.14
013ZD6EX_upper_right,723.0,304.0,718.719970703125,305.1217346191406,4.42,0.35
01FAYE3T_upper_right,765.0,280.0,768.763427734375,278.8836364746094,3.93,0.31
