Filename,X_True,Y_True,X_Model,Y_Model,Euc_dist,mm_Dist
013FHA7K_lower_left,844.0,369.0,841.2947998046875,369.74725341796875,2.81,0.22
013FHA7K_lower_right,842.0,369.0,840.3746948242188,370.2966613769531,2.08,0.17
013FHA7K_upper_left,799.0,276.0,796.2017211914062,276.0269470214844,2.8,0.22
013FHA7K_upper_right,782.0,276.0,778.64404296875,279.80328369140625,5.07,0.41
013NUWYR_lower_left,828.0,243.0,823.9100341796875,247.5692138671875,6.13,0.49
013NUWYR_lower_right,818.0,236.0,812.1221923828125,230.65687561035156,7.94,0.64
013NUWYR_upper_left,845.0,280.0,836.5249633789062,272.7162170410156,11.17,0.89
013NUWYR_upper_right,829.0,272.0,829.1104736328125,280.7903137207031,8.79,0.7
013NXP1H_lower_left,816.0,357.0,818.2440185546875,356.93182373046875,2.25,0.18
013NXP1H_lower_right,836.0,362.0,834.5259399414062,359.6237487792969,2.8,0.22
013NXP1H_upper_left,776.0,268.0,777.5104370117188,265.97711181640625,2.52,0.2
013NXP1H_upper_right,732.0,255.0,731.4151611328125,254.26190185546875,0.94,0.08
013TXGFK_lower_left,835.0,363.0,829.7327270507812,361.7345886230469,5.42,0.43
013TXGFK_lower_right,824.0,360.0,819.528076171875,358.05413818359375,4.88,0.39
013TXGFK_upper_left,769.0,256.0,772.7258911132812,257.0308532714844,3.87,0.31
013TXGFK_upper_right,760.0,252.0,764.2459106445312,255.07125854492188,5.24,0.42
013ZD6EX_lower_left,732.0,325.0,733.0695190429688,329.56268310546875,4.69,0.38
013ZD6EX_lower_right,730.0,322.0,728.920166015625,327.824951171875,5.92,0.47
013ZD6EX_upper_left,721.0,307.0,719.4244995117188,307.7923889160156,1.76,0.14
013ZD6EX_upper_right,723.0,304.0,721.7802734375,305.6373291015625,2.04,0.16
01422MSK_lower_left,739.0,302.0,755.8211669921875,312.3349304199219,19.74,1.58
01422MSK_lower_right,754.0,313.0,752.4730834960938,308.1734924316406,5.06,0.4
01422MSK_upper_left,754.0,291.0,752.0271606445312,288.72998046875,3.01,0.24
01422MSK_upper_right,759.0,291.0,757.4793701171875,290.7595520019531,1.54,0.12
0145NKWZ_lower_left,848.0,352.0,839.8765258789062,351.2790832519531,8.16,0.65
0145NKWZ_lower_right,849.0,351.0,846.6669921875,350.9185485839844,2.33,0.19
0145NKWZ_upper_left,846.0,273.0,842.7813720703125,275.9208679199219,4.35,0.35
0145NKWZ_upper_right,842.0,272.0,840.4762573242188,277.207763671875,5.43,0.43
0148UTKX_lower_left,816.0,337.0,817.1292114257812,337.5906066894531,1.27,0.1
0148UTKX_lower_right,822.0,336.0,801.1488647460938,332.0337829589844,21.23,1.7
0148UTKX_upper_left,785.0,327.0,785.6300048828125,330.25238037109375,3.31,0.26
0148UTKX_upper_right,778.0,325.0,773.6980590820312,326.016357421875,4.42,0.35
0148VUFR_lower_left,778.0,336.0,777.2694091796875,329.3785095214844,6.66,0.53
0148VUFR_lower_right,792.0,343.0,790.8162841796875,342.3157043457031,1.37,0.11
0148VUFR_upper_left,770.0,283.0,770.6422729492188,279.455078125,3.6,0.29
0148VUFR_upper_right,772.0,286.0,770.9255981445312,281.760498046875,4.37,0.35
014EZU5V_lower_left,822.0,344.0,821.3098754882812,342.49432373046875,1.66,0.13
014EZU5V_lower_right,820.0,344.0,816.19091796875,343.0333557128906,3.93,0.31
014EZU5V_upper_left,785.0,283.0,789.3121948242188,290.3046569824219,8.48,0.68
014EZU5V_upper_right,791.0,285.0,793.5065307617188,288.0379943847656,3.94,0.32
014JJ942_lower_left,784.0,313.0,781.1609497070312,307.6854553222656,6.03,0.48
014JJ942_lower_right,778.0,306.0,781.9442138671875,304.8538513183594,4.11,0.33
014JJ942_upper_left,770.0,278.0,772.2028198242188,278.99072265625,2.42,0.19
014JJ942_upper_right,776.0,273.0,775.8271484375,274.100341796875,1.11,0.09
014WKP6A_lower_left,827.0,361.0,825.1612548828125,361.0539855957031,1.84,0.15
014WKP6A_lower_right,830.0,362.0,829.9448852539062,362.2159423828125,0.22,0.02
014WKP6A_upper_left,788.0,277.0,785.8480224609375,276.5014343261719,2.21,0.18
014WKP6A_upper_right,785.0,284.0,783.7132568359375,284.42633056640625,1.36,0.11
014ZTUSK_lower_left,816.0,351.0,814.4649658203125,351.18280029296875,1.55,0.12
014ZTUSK_lower_right,815.0,351.0,814.2462158203125,351.2928771972656,0.81,0.06
014ZTUSK_upper_left,757.0,255.0,759.3965454101562,255.58628845214844,2.47,0.2
014ZTUSK_upper_right,767.0,251.0,766.2315673828125,255.56578063964844,4.63,0.37
0158T9ED_lower_left,826.0,350.0,820.5531005859375,349.0597229003906,5.53,0.44
0158T9ED_lower_right,830.0,351.0,827.8335571289062,349.029296875,2.93,0.23
