Filename,X_True,Y_True,X_Model,Y_Model,Euc_dist,mm_Dist
013FHA7K_lower_left,844.0,369.0,845.5955810546875,371.8399963378906,3.26,0.26
013FHA7K_lower_right,842.0,369.0,842.8800048828125,371.8399963378906,2.97,0.24
013FHA7K_upper_left,799.0,276.0,794.239990234375,275.8399963378906,4.76,0.38
013FHA7K_upper_right,782.0,276.0,782.719970703125,275.8399963378906,0.74,0.06
013NUWYR_lower_left,828.0,243.0,826.2640380859375,241.27999877929688,2.44,0.2
013NUWYR_lower_right,818.0,236.0,818.575439453125,234.6717529296875,1.45,0.12
013NUWYR_upper_left,845.0,280.0,828.934814453125,270.7200012207031,18.55,1.48
013NUWYR_upper_right,829.0,272.0,827.5199584960938,270.7200012207031,1.96,0.16
013NXP1H_lower_left,816.0,357.0,817.3954467773438,353.91998291015625,3.38,0.27
013NXP1H_lower_right,836.0,362.0,831.3998413085938,360.3199768066406,4.9,0.39
013NXP1H_upper_left,776.0,268.0,777.5999755859375,269.44000244140625,2.15,0.17
013NXP1H_upper_right,732.0,255.0,730.239990234375,255.36000061035156,1.8,0.14
013TXGFK_lower_left,835.0,363.0,826.239990234375,359.03997802734375,9.61,0.77
013TXGFK_lower_right,824.0,360.0,823.8325805664062,357.7599792480469,2.25,0.18
013TXGFK_upper_left,769.0,256.0,773.760009765625,257.91998291015625,5.13,0.41
013TXGFK_upper_right,760.0,252.0,757.2835693359375,250.239990234375,3.24,0.26
013ZD6EX_lower_left,732.0,325.0,732.7999877929688,321.58209228515625,3.51,0.28
013ZD6EX_lower_right,730.0,322.0,728.9990234375,320.296875,1.98,0.16
013ZD6EX_upper_left,721.0,307.0,722.5704345703125,305.2799987792969,2.33,0.19
013ZD6EX_upper_right,723.0,304.0,722.7891235351562,302.7200012207031,1.3,0.1
01422MSK_lower_left,739.0,302.0,753.2799682617188,310.3999938964844,16.57,1.33
01422MSK_lower_right,754.0,313.0,753.357177734375,312.9599914550781,0.64,0.05
01422MSK_upper_left,754.0,291.0,753.4584350585938,290.06475830078125,1.08,0.09
01422MSK_upper_right,759.0,291.0,754.5599975585938,288.7483825683594,4.98,0.4
0145NKWZ_lower_left,848.0,352.0,849.2799682617188,352.6399841308594,1.43,0.11
0145NKWZ_lower_right,849.0,351.0,850.5599975585938,351.3599853515625,1.6,0.13
0145NKWZ_upper_left,846.0,273.0,842.8800048828125,270.7200012207031,3.86,0.31
0145NKWZ_upper_right,842.0,272.0,841.658935546875,269.3067626953125,2.71,0.22
0148UTKX_lower_left,816.0,337.0,818.5599975585938,339.8399963378906,3.82,0.31
0148UTKX_lower_right,822.0,336.0,812.1599731445312,338.55999755859375,10.17,0.81
0148UTKX_upper_left,785.0,327.0,782.8480834960938,323.1999816894531,4.37,0.35
0148UTKX_upper_right,778.0,325.0,777.908203125,320.6399841308594,4.36,0.35
0148VUFR_lower_left,778.0,336.0,781.4400024414062,339.8399963378906,5.16,0.41
0148VUFR_lower_right,792.0,343.0,790.3999633789062,343.67999267578125,1.74,0.14
0148VUFR_upper_left,770.0,283.0,775.181396484375,279.67999267578125,6.15,0.49
0148VUFR_upper_right,772.0,286.0,775.0955200195312,283.5199890136719,3.97,0.32
014EZU5V_lower_left,822.0,344.0,821.1199951171875,343.67999267578125,0.94,0.08
014EZU5V_lower_right,820.0,344.0,818.5599975585938,343.67999267578125,1.48,0.12
014EZU5V_upper_left,785.0,283.0,784.2874755859375,279.53778076171875,3.53,0.28
014EZU5V_upper_right,791.0,285.0,789.2510986328125,283.5199890136719,2.29,0.18
014JJ942_lower_left,784.0,313.0,781.4400024414062,311.67999267578125,2.88,0.23
014JJ942_lower_right,778.0,306.0,780.1599731445312,306.55999755859375,2.23,0.18
014JJ942_upper_left,770.0,278.0,779.0364379882812,278.3999938964844,9.05,0.72
014JJ942_upper_right,776.0,273.0,780.1599731445312,273.2799987792969,4.17,0.33
014WKP6A_lower_left,827.0,361.0,826.239990234375,359.03997802734375,2.1,0.17
014WKP6A_lower_right,830.0,362.0,827.6699829101562,359.03997802734375,3.77,0.3
014WKP6A_upper_left,788.0,277.0,785.2799682617188,277.1199951171875,2.72,0.22
014WKP6A_upper_right,785.0,284.0,784.0,280.9599914550781,3.2,0.26
014ZTUSK_lower_left,816.0,351.0,816.0,351.0062561035156,0.01,0.0
014ZTUSK_lower_right,815.0,351.0,816.0,351.3599853515625,1.06,0.08
014ZTUSK_upper_left,757.0,255.0,754.5599975585938,251.51998901367188,4.25,0.34
014ZTUSK_upper_right,767.0,251.0,764.7999877929688,247.67999267578125,3.98,0.32
0158T9ED_lower_left,826.0,350.0,824.9599609375,350.0799865722656,1.04,0.08
0158T9ED_lower_right,830.0,351.0,827.5199584960938,352.6399841308594,2.97,0.24
0158T9ED_upper_left,800.0,255.0,796.7999877929688,254.0800018310547,3.33,0.27
0158T9ED_upper_right,798.0,255.0,793.1215209960938,255.3123321533203,4.89,0.39
015DUP26_lower_left,738.0,356.0,737.9199829101562,353.91998291015625,2.08,0.17
015DUP26_lower_right,736.0,356.0,736.6399536132812,355.1999816894531,1.02,0.08
015DUP26_upper_left,730.0,285.0,722.5599975585938,283.5199890136719,7.59,0.61
015DUP26_upper_right,725.0,284.0,721.650634765625,282.5053405761719,3.67,0.29
015DXGZH_lower_left,772.0,306.0,775.0399780273438,305.2799987792969,3.12,0.25
015DXGZH_lower_right,773.0,306.0,775.1123046875,305.2799987792969,2.23,0.18
015DXGZH_upper_left,731.0,260.0,727.73828125,263.0400085449219,4.46,0.36
015DXGZH_upper_right,760.0,274.0,757.1214599609375,272.0,3.51,0.28
015KFJV6_lower_left,818.0,320.0,818.5599975585938,316.79998779296875,3.25,0.26
015KFJV6_lower_right,818.0,324.0,818.5599975585938,320.6399841308594,3.41,0.27
015KFJV6_upper_left,798.0,298.0,796.7999877929688,298.8800048828125,1.49,0.12
015KFJV6_upper_right,802.0,303.0,799.3599853515625,301.44000244140625,3.07,0.25
015RM178_lower_left,836.0,333.0,832.7578735351562,337.2799987792969,5.37,0.43
015RM178_lower_right,829.0,333.0,828.7999877929688,337.2799987792969,4.28,0.34
015RM178_upper_left,774.0,303.0,775.1746215820312,301.44000244140625,1.95,0.16
015RM178_upper_right,790.0,307.0,787.8399658203125,306.55999755859375,2.2,0.18
015SUFFX_lower_left,799.0,334.0,800.6399536132812,338.55999755859375,4.85,0.39
015SUFFX_lower_right,800.0,334.0,796.7999877929688,338.55999755859375,5.57,0.45
015SUFFX_upper_left,747.0,288.0,748.3648071289062,284.79998779296875,3.48,0.28
015SUFFX_upper_right,755.0,291.0,753.4496459960938,287.3599853515625,3.96,0.32
015WW8D6_lower_left,786.0,379.0,782.7838745117188,378.239990234375,3.3,0.26
015WW8D6_lower_right,779.0,371.0,771.3504638671875,370.55999755859375,7.66,0.61
015WW8D6_upper_left,729.0,259.0,723.9138793945312,261.7599792480469,5.79,0.46
015WW8D6_upper_right,718.0,255.0,716.1599731445312,252.79998779296875,2.87,0.23
015WXFRN_lower_left,839.0,361.0,821.1199951171875,343.67999267578125,24.89,1.99
015WXFRN_lower_right,822.0,344.0,821.1199951171875,343.67999267578125,0.94,0.08
015WXFRN_upper_left,790.0,304.0,781.4400024414062,300.1600036621094,9.38,0.75
015WXFRN_upper_right,786.0,297.0,789.1199951171875,298.8800048828125,3.64,0.29
0169NHT6_lower_left,849.0,349.0,849.3659057617188,347.9601745605469,1.1,0.09
0169NHT6_lower_right,850.0,348.0,853.1199951171875,348.79998779296875,3.22,0.26
0169NHT6_upper_left,830.0,283.0,827.6677856445312,284.1477355957031,2.6,0.21
0169NHT6_upper_right,826.0,280.0,826.239990234375,279.67999267578125,0.4,0.03
016XWJ8X_lower_left,809.0,342.0,793.1163940429688,339.8399963378906,16.03,1.28
016XWJ8X_lower_right,808.0,346.0,795.6353149414062,342.3999938964844,12.88,1.03
016XWJ8X_upper_left,818.0,329.0,823.6799926757812,328.32000732421875,5.72,0.46
016XWJ8X_upper_right,834.0,326.0,828.7999877929688,320.6399841308594,7.47,0.6
0171X5EV_lower_left,791.0,343.0,789.1199951171875,343.67999267578125,2.0,0.16
0171X5EV_lower_right,790.0,345.0,789.1199951171875,344.9599914550781,0.88,0.07
0171X5EV_upper_left,793.0,281.0,790.3999633789062,279.67999267578125,2.92,0.23
0171X5EV_upper_right,788.0,279.0,787.8399658203125,279.67999267578125,0.7,0.06
017UYAW4_lower_left,803.0,338.0,798.0799560546875,341.1199951171875,5.83,0.47
017UYAW4_lower_right,808.0,337.0,809.5999755859375,339.8399963378906,3.26,0.26
017UYAW4_upper_left,776.0,280.0,780.2413330078125,278.3999938964844,4.53,0.36
017UYAW4_upper_right,773.0,285.0,776.536865234375,283.5199890136719,3.83,0.31
0191WKPV_lower_left,766.0,325.0,760.9599609375,320.6399841308594,6.66,0.53
0191WKPV_lower_right,758.0,330.0,757.1199951171875,333.44000244140625,3.55,0.28
0191WKPV_upper_left,778.0,303.0,776.3200073242188,304.0,1.96,0.16
