Filename,X_True,Y_True,X_Model,Y_Model,Euc_dist,mm_Dist
013FHA7K_lower_left,844.0,369.0,839.9013671875,369.2060852050781,4.1,0.33
013FHA7K_lower_right,842.0,369.0,840.873779296875,369.2416687011719,1.15,0.09
013FHA7K_upper_left,799.0,276.0,798.2807006835938,277.73675537109375,1.88,0.15
013FHA7K_upper_right,782.0,276.0,781.861083984375,280.9706726074219,4.97,0.4
013NUWYR_lower_left,828.0,243.0,830.3751220703125,245.98440551757812,3.81,0.3
013NUWYR_lower_right,818.0,236.0,813.7824096679688,231.30389404296875,6.31,0.5
013NUWYR_upper_left,845.0,280.0,834.0285034179688,271.85748291015625,13.66,1.09
013NUWYR_upper_right,829.0,272.0,827.7003173828125,269.5487976074219,2.77,0.22
013NXP1H_lower_left,816.0,357.0,816.072509765625,356.5769958496094,0.43,0.03
013NXP1H_lower_right,836.0,362.0,834.8948364257812,361.4453125,1.24,0.1
013NXP1H_upper_left,776.0,268.0,771.8304443359375,268.7149353027344,4.23,0.34
013NXP1H_upper_right,732.0,255.0,729.6911010742188,255.84271240234375,2.46,0.2
013TXGFK_lower_left,835.0,363.0,830.492919921875,362.4411926269531,4.54,0.36
013TXGFK_lower_right,824.0,360.0,820.6351928710938,360.0748596191406,3.37,0.27
013TXGFK_upper_left,769.0,256.0,770.6079711914062,256.8871765136719,1.84,0.15
013TXGFK_upper_right,760.0,252.0,764.0089111328125,255.20266723632812,5.13,0.41
013ZD6EX_lower_left,732.0,325.0,730.2593383789062,332.18597412109375,7.39,0.59
013ZD6EX_lower_right,730.0,322.0,729.5949096679688,329.2707824707031,7.28,0.58
013ZD6EX_upper_left,721.0,307.0,722.0950317382812,308.9437561035156,2.23,0.18
013ZD6EX_upper_right,723.0,304.0,722.9163818359375,304.5887451171875,0.59,0.05
01422MSK_lower_left,739.0,302.0,754.189697265625,312.4560546875,18.44,1.48
01422MSK_lower_right,754.0,313.0,755.1206665039062,309.4762268066406,3.7,0.3
01422MSK_upper_left,754.0,291.0,753.6666259765625,286.5894775390625,4.42,0.35
01422MSK_upper_right,759.0,291.0,757.509521484375,292.2624206542969,1.95,0.16
0145NKWZ_lower_left,848.0,352.0,842.071533203125,351.01373291015625,6.01,0.48
0145NKWZ_lower_right,849.0,351.0,847.8843383789062,352.8020935058594,2.12,0.17
0145NKWZ_upper_left,846.0,273.0,842.8773803710938,275.41107177734375,3.95,0.32
0145NKWZ_upper_right,842.0,272.0,839.1993408203125,273.3354187011719,3.1,0.25
0148UTKX_lower_left,816.0,337.0,816.3910522460938,337.2321472167969,0.45,0.04
0148UTKX_lower_right,822.0,336.0,806.6942138671875,333.04583740234375,15.59,1.25
0148UTKX_upper_left,785.0,327.0,784.5438842773438,327.8603820800781,0.97,0.08
0148UTKX_upper_right,778.0,325.0,774.6569213867188,325.7070007324219,3.42,0.27
0148VUFR_lower_left,778.0,336.0,779.2890625,334.0668640136719,2.32,0.19
0148VUFR_lower_right,792.0,343.0,790.3784790039062,343.46502685546875,1.69,0.14
0148VUFR_upper_left,770.0,283.0,772.896240234375,280.2035827636719,4.03,0.32
0148VUFR_upper_right,772.0,286.0,772.6449584960938,284.7309875488281,1.42,0.11
014EZU5V_lower_left,822.0,344.0,821.4686279296875,341.59375,2.46,0.2
014EZU5V_lower_right,820.0,344.0,819.2255859375,342.5158386230469,1.67,0.13
014EZU5V_upper_left,785.0,283.0,785.7711791992188,291.397705078125,8.43,0.67
014EZU5V_upper_right,791.0,285.0,793.2969360351562,290.4796142578125,5.94,0.48
014JJ942_lower_left,784.0,313.0,782.669189453125,309.0364685058594,4.18,0.33
014JJ942_lower_right,778.0,306.0,780.4496459960938,305.25335693359375,2.56,0.2
014JJ942_upper_left,770.0,278.0,769.4129638671875,280.2409973144531,2.32,0.19
014JJ942_upper_right,776.0,273.0,775.8739013671875,274.3222351074219,1.33,0.11
014WKP6A_lower_left,827.0,361.0,826.4530029296875,361.1368713378906,0.56,0.04
014WKP6A_lower_right,830.0,362.0,832.6513671875,361.05181884765625,2.82,0.23
014WKP6A_upper_left,788.0,277.0,788.5332641601562,280.55841064453125,3.6,0.29
014WKP6A_upper_right,785.0,284.0,784.6981201171875,282.06561279296875,1.96,0.16
014ZTUSK_lower_left,816.0,351.0,817.32373046875,350.59423828125,1.38,0.11
014ZTUSK_lower_right,815.0,351.0,816.2511596679688,352.31396484375,1.81,0.14
014ZTUSK_upper_left,757.0,255.0,761.7718505859375,255.68716430664062,4.82,0.39
014ZTUSK_upper_right,767.0,251.0,768.4133911132812,252.6754608154297,2.19,0.18
0158T9ED_lower_left,826.0,350.0,824.2366943359375,350.3658142089844,1.8,0.14
0158T9ED_lower_right,830.0,351.0,825.5838623046875,351.2352294921875,4.42,0.35
0158T9ED_upper_left,800.0,255.0,803.02734375,258.4252014160156,4.57,0.37
0158T9ED_upper_right,798.0,255.0,799.8544311523438,255.34996032714844,1.89,0.15
015DUP26_lower_left,738.0,356.0,737.9429321289062,357.18170166015625,1.18,0.09
015DUP26_lower_right,736.0,356.0,734.7908325195312,357.5836181640625,1.99,0.16
015DUP26_upper_left,730.0,285.0,727.6664428710938,288.82525634765625,4.48,0.36
015DUP26_upper_right,725.0,284.0,725.6665649414062,286.7375793457031,2.82,0.23
015DXGZH_lower_left,772.0,306.0,772.5846557617188,301.6397705078125,4.4,0.35
015DXGZH_lower_right,773.0,306.0,773.2410888671875,300.10546875,5.9,0.47
015DXGZH_upper_left,731.0,260.0,730.5879516601562,264.3843994140625,4.4,0.35
015DXGZH_upper_right,760.0,274.0,759.58544921875,273.8450622558594,0.44,0.04
015KFJV6_lower_left,818.0,320.0,817.6658935546875,314.80426025390625,5.21,0.42
015KFJV6_lower_right,818.0,324.0,818.0355834960938,318.8609619140625,5.14,0.41
015KFJV6_upper_left,798.0,298.0,797.566162109375,297.2935485839844,0.83,0.07
015KFJV6_upper_right,802.0,303.0,800.3329467773438,304.43646240234375,2.2,0.18
015RM178_lower_left,836.0,333.0,836.8125,335.3416442871094,2.48,0.2
015RM178_lower_right,829.0,333.0,831.9539794921875,333.5012512207031,3.0,0.24
015RM178_upper_left,774.0,303.0,775.454833984375,297.3806457519531,5.8,0.46
015RM178_upper_right,790.0,307.0,788.8204345703125,307.5770568847656,1.31,0.1
015SUFFX_lower_left,799.0,334.0,804.4217529296875,333.3627624511719,5.46,0.44
015SUFFX_lower_right,800.0,334.0,798.6445922851562,334.3752746582031,1.41,0.11
015SUFFX_upper_left,747.0,288.0,747.4705810546875,287.9039611816406,0.48,0.04
015SUFFX_upper_right,755.0,291.0,755.0691528320312,290.94854736328125,0.09,0.01
015WW8D6_lower_left,786.0,379.0,784.6382446289062,379.8025817871094,1.58,0.13
015WW8D6_lower_right,779.0,371.0,775.427978515625,368.5548400878906,4.33,0.35
015WW8D6_upper_left,729.0,259.0,733.1181030273438,265.0625915527344,7.33,0.59
015WW8D6_upper_right,718.0,255.0,717.8881225585938,258.0136413574219,3.02,0.24
015WXFRN_lower_left,839.0,361.0,827.5298461914062,349.9496154785156,15.93,1.27
015WXFRN_lower_right,822.0,344.0,820.6267700195312,343.83953857421875,1.38,0.11
015WXFRN_upper_left,790.0,304.0,777.3429565429688,299.2985534667969,13.5,1.08
015WXFRN_upper_right,786.0,297.0,787.0154418945312,297.0184631347656,1.02,0.08
0169NHT6_lower_left,849.0,349.0,848.1591186523438,347.21685791015625,1.97,0.16
0169NHT6_lower_right,850.0,348.0,849.5011596679688,348.2630920410156,0.56,0.04
0169NHT6_upper_left,830.0,283.0,827.8333129882812,284.0325012207031,2.4,0.19
0169NHT6_upper_right,826.0,280.0,826.7012329101562,282.5025634765625,2.6,0.21
016XWJ8X_lower_left,809.0,342.0,797.6837158203125,330.6000061035156,16.06,1.28
016XWJ8X_lower_right,808.0,346.0,797.6560668945312,339.8731689453125,12.02,0.96
016XWJ8X_upper_left,818.0,329.0,823.32373046875,332.2347106933594,6.23,0.5
016XWJ8X_upper_right,834.0,326.0,834.3016967773438,329.2730712890625,3.29,0.26
0171X5EV_lower_left,791.0,343.0,789.3948364257812,341.6390075683594,2.1,0.17
0171X5EV_lower_right,790.0,345.0,791.1712036132812,344.0816345214844,1.49,0.12
0171X5EV_upper_left,793.0,281.0,793.091796875,284.2315673828125,3.23,0.26
0171X5EV_upper_right,788.0,279.0,788.872802734375,284.8880615234375,5.95,0.48
017UYAW4_lower_left,803.0,338.0,802.0896606445312,337.18475341796875,1.22,0.1
017UYAW4_lower_right,808.0,337.0,804.02294921875,336.0130310058594,4.1,0.33
017UYAW4_upper_left,776.0,280.0,778.2587890625,284.6857604980469,5.2,0.42
017UYAW4_upper_right,773.0,285.0,774.9684448242188,286.18072509765625,2.3,0.18
0191WKPV_lower_left,766.0,325.0,766.5206298828125,320.5331726074219,4.5,0.36
0191WKPV_lower_right,758.0,330.0,761.0126953125,335.60687255859375,6.37,0.51
0191WKPV_upper_left,778.0,303.0,773.1531982421875,301.6448059082031,5.03,0.4
0191WKPV_upper_right,770.0,301.0,770.0386352539062,301.40911865234375,0.41,0.03
019P6PZD_lower_left,834.0,352.0,833.867919921875,353.3747863769531,1.38,0.11
019P6PZD_lower_right,828.0,347.0,827.60546875,346.2002258300781,0.89,0.07
019P6PZD_upper_left,796.0,262.0,798.2744140625,262.8685607910156,2.43,0.19
019P6PZD_upper_right,796.0,258.0,796.642822265625,260.6493835449219,2.73,0.22
01KRCSKD_lower_left,843.0,330.0,843.5473022460938,329.36944580078125,0.83,0.07
01KRCSKD_lower_right,846.0,329.0,846.0493774414062,328.759521484375,0.25,0.02
01KRCSKD_upper_left,832.0,312.0,833.89404296875,311.19677734375,2.06,0.16
01KRCSKD_upper_right,812.0,304.0,812.7075805664062,312.5612487792969,8.59,0.69
01MAVHYZ_lower_left,780.0,361.0,777.9595336914062,360.0773010253906,2.24,0.18
01MAVHYZ_lower_right,784.0,362.0,781.290283203125,362.4239807128906,2.74,0.22
01MAVHYZ_upper_left,822.0,311.0,820.0233154296875,313.35150146484375,3.07,0.25
01MAVHYZ_upper_right,820.0,313.0,823.110107421875,315.8033447265625,4.19,0.34
1419YTY4_lower_left,763.0,416.0,763.5003051757812,416.22100830078125,0.55,0.04
1419YTY4_lower_right,740.0,409.0,750.6797485351562,408.0378723144531,10.72,0.86
1419YTY4_upper_left,823.0,371.0,820.0279541015625,369.94268798828125,3.15,0.25
1419YTY4_upper_right,816.0,370.0,814.739501953125,370.3234558105469,1.3,0.1
3JCUF41E_lower_left,825.0,307.0,822.1074829101562,309.7752990722656,4.01,0.32
3JCUF41E_lower_right,811.0,308.0,817.1864624023438,307.55450439453125,6.2,0.5
3JCUF41E_upper_left,759.0,284.0,760.3793334960938,287.10723876953125,3.4,0.27
3JCUF41E_upper_right,775.0,291.0,774.5870971679688,291.46502685546875,0.62,0.05
45UD35GC_lower_left,822.0,330.0,815.4077758789062,326.9333801269531,7.27,0.58
45UD35GC_lower_right,803.0,322.0,803.7205810546875,322.0640563964844,0.72,0.06
45UD35GC_upper_left,791.0,263.0,790.2134399414062,264.0845947265625,1.34,0.11
45UD35GC_upper_right,798.0,269.0,800.4964599609375,269.9041442871094,2.66,0.21
4J24X0ES_lower_left,831.0,481.0,838.0259399414062,480.60382080078125,7.04,0.56
4J24X0ES_lower_right,819.0,478.0,828.3148193359375,477.58123779296875,9.32,0.75
4J24X0ES_upper_left,826.0,396.0,822.1671752929688,397.52264404296875,4.12,0.33
4J24X0ES_upper_right,826.0,395.0,821.62890625,395.8283386230469,4.45,0.36
50O9GUWT_lower_left,775.0,299.0,775.1732788085938,305.439453125,6.44,0.52
50O9GUWT_lower_right,775.0,294.0,771.6551513671875,291.4249267578125,4.22,0.34
50O9GUWT_upper_left,808.0,252.0,804.9204711914062,258.8276062011719,7.49,0.6
50O9GUWT_upper_right,807.0,252.0,805.7125854492188,256.1242980957031,4.32,0.35
56R9FBMK_lower_left,799.0,332.0,801.3028564453125,330.71044921875,2.64,0.21
56R9FBMK_lower_right,803.0,330.0,803.0759887695312,330.411865234375,0.42,0.03
56R9FBMK_upper_left,833.0,270.0,836.064697265625,273.6990051269531,4.8,0.38
56R9FBMK_upper_right,833.0,265.0,835.115234375,268.2467956542969,3.88,0.31
5LP835GA_lower_left,769.0,376.0,765.7504272460938,372.1342468261719,5.05,0.4
5LP835GA_lower_right,779.0,376.0,776.4038696289062,377.4364013671875,2.97,0.24
5LP835GA_upper_left,804.0,387.0,803.3657836914062,388.6534729003906,1.77,0.14
5LP835GA_upper_right,801.0,385.0,802.197021484375,385.2180480957031,1.22,0.1
5SD5BWLR_lower_left,795.0,361.0,794.614990234375,362.1817932128906,1.24,0.1
5SD5BWLR_lower_right,801.0,362.0,795.9712524414062,360.7843933105469,5.17,0.41
5SD5BWLR_upper_left,781.0,287.0,781.1819458007812,288.7862854003906,1.8,0.14
5SD5BWLR_upper_right,781.0,288.0,782.2796630859375,289.02935791015625,1.64,0.13
6BWQC0CT_lower_left,800.0,311.0,798.9596557617188,311.7027282714844,1.26,0.1
6BWQC0CT_lower_right,802.0,310.0,800.6507568359375,310.977294921875,1.67,0.13
6BWQC0CT_upper_left,767.0,273.0,765.9966430664062,272.01690673828125,1.4,0.11
6BWQC0CT_upper_right,766.0,275.0,768.6146850585938,275.0999450683594,2.62,0.21
6TZ254SP_lower_left,821.0,363.0,816.8317260742188,362.9632263183594,4.17,0.33
6TZ254SP_lower_right,821.0,363.0,820.2448120117188,362.5260009765625,0.89,0.07
6TZ254SP_upper_left,774.0,299.0,773.9077758789062,297.87939453125,1.12,0.09
6TZ254SP_upper_right,774.0,295.0,776.7493286132812,297.4866638183594,3.71,0.3
7DRMXZ3A_lower_left,836.0,339.0,834.5843505859375,339.4197692871094,1.48,0.12
