Filename,X_True,Y_True,X_Model,Y_Model,Euc_dist,mm_Dist
013FHA7K_lower_left,844.0,369.0,840.0031127929688,369.6346130371094,4.05,0.32
013FHA7K_lower_right,842.0,369.0,834.7670288085938,370.34014892578125,7.36,0.59
013FHA7K_upper_left,799.0,276.0,798.7520141601562,279.0760192871094,3.09,0.25
013FHA7K_upper_right,782.0,276.0,781.2526245117188,285.3588562011719,9.39,0.75
013NUWYR_lower_left,828.0,243.0,825.9031982421875,243.95166015625,2.3,0.18
013NUWYR_lower_right,818.0,236.0,811.0422973632812,225.69528198242188,12.43,0.99
013NUWYR_upper_left,845.0,280.0,832.9702758789062,272.5190734863281,14.17,1.13
013NUWYR_upper_right,829.0,272.0,826.9360961914062,272.2585144042969,2.08,0.17
013NXP1H_lower_left,816.0,357.0,817.1945190429688,356.1300964355469,1.48,0.12
013NXP1H_lower_right,836.0,362.0,832.37890625,358.1611633300781,5.28,0.42
013NXP1H_upper_left,776.0,268.0,763.3648071289062,257.03033447265625,16.73,1.34
013NXP1H_upper_right,732.0,255.0,725.7066040039062,258.7862243652344,7.34,0.59
013TXGFK_lower_left,835.0,363.0,825.5866088867188,362.8420715332031,9.41,0.75
013TXGFK_lower_right,824.0,360.0,820.7056274414062,360.60772705078125,3.35,0.27
013TXGFK_upper_left,769.0,256.0,771.0237426757812,256.95068359375,2.24,0.18
013TXGFK_upper_right,760.0,252.0,760.9344482421875,264.9611511230469,12.99,1.04
013ZD6EX_lower_left,732.0,325.0,732.1100463867188,325.1793212890625,0.21,0.02
013ZD6EX_lower_right,730.0,322.0,728.6956176757812,325.3837890625,3.63,0.29
013ZD6EX_upper_left,721.0,307.0,719.1619262695312,304.9104309082031,2.78,0.22
013ZD6EX_upper_right,723.0,304.0,726.3666381835938,306.9937744140625,4.51,0.36
01422MSK_lower_left,739.0,302.0,756.6296997070312,311.9972229003906,20.27,1.62
01422MSK_lower_right,754.0,313.0,750.9370727539062,306.2656555175781,7.4,0.59
01422MSK_upper_left,754.0,291.0,751.8142700195312,281.18963623046875,10.05,0.8
01422MSK_upper_right,759.0,291.0,754.5813598632812,291.4504699707031,4.44,0.36
0145NKWZ_lower_left,848.0,352.0,838.00732421875,348.1477355957031,10.71,0.86
0145NKWZ_lower_right,849.0,351.0,852.8165283203125,350.71051025390625,3.83,0.31
0145NKWZ_upper_left,846.0,273.0,842.7241821289062,284.0116882324219,11.49,0.92
0145NKWZ_upper_right,842.0,272.0,836.4779663085938,276.9644470214844,7.43,0.59
0148UTKX_lower_left,816.0,337.0,818.7291259765625,339.6287536621094,3.79,0.3
0148UTKX_lower_right,822.0,336.0,803.5363159179688,332.3233642578125,18.83,1.51
0148UTKX_upper_left,785.0,327.0,783.3970336914062,328.7989807128906,2.41,0.19
0148UTKX_upper_right,778.0,325.0,776.0059204101562,328.26947021484375,3.83,0.31
