Filename,X_True,Y_True,X_Model,Y_Model,Euc_dist,mm_Dist
KS0FGXGB_upper_right,816.0,358.0,815.9067993164062,358.7112731933594,0.72,0.06
015WXFRN_upper_left,790.0,304.0,780.1830444335938,299.423828125,10.83,0.87
01KRCSKD_lower_left,843.0,330.0,842.802001953125,331.1791076660156,1.2,0.1
015DUP26_upper_left,730.0,285.0,729.6957397460938,285.5463562011719,0.63,0.05
3JCUF41E_upper_left,759.0,284.0,761.2506713867188,284.8679504394531,2.41,0.19
014WKP6A_upper_left,788.0,277.0,787.9679565429688,276.5335388183594,0.47,0.04
9KDRM0A8_lower_left,728.0,334.0,729.6176147460938,334.19293212890625,1.63,0.13
014EZU5V_lower_right,820.0,344.0,818.4368286132812,344.1773376464844,1.57,0.13
BNQ3Q4G3_lower_right,777.0,422.0,776.3692016601562,422.379638671875,0.74,0.06
01422MSK_lower_left,739.0,302.0,756.1985473632812,310.98223876953125,19.4,1.55
KWWQJ60M_lower_left,780.0,349.0,788.333251953125,350.0303039550781,8.4,0.67
HZH8DYC7_lower_left,856.0,392.0,857.0650024414062,393.31927490234375,1.7,0.14
013ZD6EX_lower_left,732.0,325.0,732.0156860351562,324.9020690917969,0.1,0.01
01422MSK_upper_right,759.0,291.0,757.8140258789062,290.4234924316406,1.32,0.11
015WXFRN_lower_left,839.0,361.0,838.1730346679688,360.6031188964844,0.92,0.07
0191WKPV_upper_right,770.0,301.0,770.8184814453125,300.2713317871094,1.1,0.09
DEBDX44O_upper_right,843.0,373.0,856.7297973632812,369.8609619140625,14.08,1.13
015DXGZH_lower_left,772.0,306.0,772.0006103515625,305.8797302246094,0.12,0.01
E4GH1D3S_lower_right,853.0,414.0,855.455810546875,414.040771484375,2.46,0.2
6TZ254SP_lower_left,821.0,363.0,818.84521484375,363.13623046875,2.16,0.17
C2SF98X5_lower_left,822.0,502.0,822.4802856445312,501.5690612792969,0.65,0.05
J1A5FRQN_lower_left,805.0,447.0,803.8092651367188,446.8987731933594,1.2,0.1
LA67YYVJ_lower_left,783.0,432.0,781.4235229492188,433.1600036621094,1.96,0.16
E23G704K_lower_left,783.0,346.0,783.7286376953125,347.0596923828125,1.29,0.1
HZH8DYC7_upper_right,875.0,371.0,873.79296875,371.36663818359375,1.26,0.1
014ZTUSK_upper_right,767.0,251.0,767.2070922851562,252.2582550048828,1.28,0.1
LGADV15G_upper_left,786.0,261.0,784.0829467773438,260.5768737792969,1.96,0.16
45UD35GC_lower_right,803.0,322.0,803.9503173828125,321.796630859375,0.97,0.08
ameziani_lower_left,855.0,385.0,855.156982421875,384.3517150878906,0.67,0.05
50O9GUWT_upper_right,807.0,252.0,806.264892578125,252.07891845703125,0.74,0.06
1419YTY4_upper_left,823.0,371.0,822.7882080078125,371.0382995605469,0.22,0.02
IHKL3Y8N_lower_left,790.0,376.0,790.1459350585938,376.4485778808594,0.47,0.04
7IGA0W6E_lower_left,811.0,362.0,811.9118041992188,361.74114990234375,0.95,0.08
6TZ254SP_upper_right,774.0,295.0,775.0779418945312,295.7947082519531,1.34,0.11
