Filename,X_True,Y_True,X_Model,Y_Model,Euc_dist,mm_Dist
KS0FGXGB_upper_right,816.0,358.0,819.8399658203125,358.8697814941406,3.94,0.32
015WXFRN_upper_left,790.0,304.0,782.219970703125,299.4637145996094,9.01,0.72
01KRCSKD_lower_left,843.0,330.0,841.731689453125,330.5704345703125,1.39,0.11
015DUP26_upper_left,730.0,285.0,728.9599609375,285.436767578125,1.13,0.09
3JCUF41E_upper_left,759.0,284.0,760.9599609375,282.9647521972656,2.22,0.18
014WKP6A_upper_left,788.0,277.0,784.529296875,275.14434814453125,3.94,0.32
9KDRM0A8_lower_left,728.0,334.0,729.38232421875,333.4479675292969,1.49,0.12
014EZU5V_lower_right,820.0,344.0,818.8460693359375,344.7506103515625,1.38,0.11
BNQ3Q4G3_lower_right,777.0,422.0,779.9465942382812,421.3495178222656,3.02,0.24
01422MSK_lower_left,739.0,302.0,751.6170654296875,310.8609619140625,15.42,1.23
KWWQJ60M_lower_left,780.0,349.0,787.8399658203125,347.34869384765625,8.01,0.64
HZH8DYC7_lower_left,856.0,392.0,858.239990234375,389.7599792480469,3.17,0.25
013ZD6EX_lower_left,732.0,325.0,733.5228881835938,323.8069152832031,1.93,0.15
01422MSK_upper_right,759.0,291.0,753.2799682617188,291.1999816894531,5.72,0.46
015WXFRN_lower_left,839.0,361.0,827.5293579101562,348.68389892578125,16.83,1.35
0191WKPV_upper_right,770.0,301.0,769.1493530273438,302.7200012207031,1.92,0.15
DEBDX44O_upper_right,843.0,373.0,860.7999877929688,379.5199890136719,18.96,1.52
015DXGZH_lower_left,772.0,306.0,774.4061279296875,308.9410400390625,3.8,0.3
E4GH1D3S_lower_right,853.0,414.0,856.9599609375,416.6399841308594,4.76,0.38
6TZ254SP_lower_left,821.0,363.0,819.8399658203125,362.8717956542969,1.17,0.09
C2SF98X5_lower_left,822.0,502.0,821.1199951171875,498.55999755859375,3.55,0.28
J1A5FRQN_lower_left,805.0,447.0,804.47998046875,451.029296875,4.06,0.32
LA67YYVJ_lower_left,783.0,432.0,782.8465576171875,430.1808166503906,1.83,0.15
E23G704K_lower_left,783.0,346.0,784.9559936523438,347.1095275878906,2.25,0.18
HZH8DYC7_upper_right,875.0,371.0,873.5999755859375,371.8399963378906,1.63,0.13
014ZTUSK_upper_right,767.0,251.0,767.1937255859375,251.4631805419922,0.5,0.04
LGADV15G_upper_left,786.0,261.0,785.2799682617188,261.2470397949219,0.76,0.06
45UD35GC_lower_right,803.0,322.0,805.64794921875,319.4671325683594,3.66,0.29
ameziani_lower_left,855.0,385.0,854.3999633789062,384.6399841308594,0.7,0.06
50O9GUWT_upper_right,807.0,252.0,804.47998046875,252.61363220214844,2.59,0.21
1419YTY4_upper_left,823.0,371.0,821.5206298828125,371.8399963378906,1.7,0.14
IHKL3Y8N_lower_left,790.0,376.0,789.0708618164062,379.2766418457031,3.41,0.27
7IGA0W6E_lower_left,811.0,362.0,808.3200073242188,360.8285827636719,2.92,0.23
6TZ254SP_upper_right,774.0,295.0,773.9457397460938,294.34429931640625,0.66,0.05
016XWJ8X_lower_left,809.0,342.0,799.4963989257812,336.5269775390625,10.97,0.88
9KDRM0A8_upper_left,742.0,303.0,741.7949829101562,306.55999755859375,3.57,0.29
AYSCFCO8_upper_right,796.0,261.0,796.7999877929688,260.48779296875,0.95,0.08
H8RSX6T2_lower_left,826.0,344.0,821.1199951171875,344.7638854980469,4.94,0.4
45UD35GC_upper_right,798.0,269.0,798.4471435546875,271.9936218261719,3.03,0.24
ANLLPLV7_upper_right,736.0,316.0,735.9448852539062,313.0750427246094,2.93,0.23
017UYAW4_lower_right,808.0,337.0,806.4517211914062,336.50775146484375,1.62,0.13
9GSQBATD_lower_right,799.0,345.0,800.6399536132812,347.0334777832031,2.61,0.21
ANLLPLV7_upper_left,736.0,314.0,732.40625,311.90826416015625,4.16,0.33
