Filename,X_True,Y_True,X_Model,Y_Model,Euc_dist,mm_Dist
GNR6QR3P_lower_right,795.0,350.0,793.0857543945312,350.0799865722656,1.92,0.15
5LP835GA_upper_right,801.0,385.0,798.1998291015625,383.5431823730469,3.16,0.25
0191WKPV_lower_right,758.0,330.0,755.8399658203125,333.8511962890625,4.42,0.35
01E5XG8Z_lower_left,800.0,329.0,798.1393432617188,332.19158935546875,3.69,0.3
01ETW4JZ_upper_right,840.0,287.0,844.1768798828125,285.50006103515625,4.44,0.36
DEBDX44O_upper_right,843.0,373.0,860.7999877929688,377.5309753417969,18.37,1.47
01FURZ62_lower_right,769.0,312.0,782.719970703125,315.5199890136719,14.16,1.13
EB6DQGAR_lower_right,835.0,408.0,831.5421752929688,411.677734375,5.05,0.4
0145NKWZ_lower_left,848.0,352.0,850.6787109375,351.3599853515625,2.75,0.22
MNIAB8K3_lower_left,792.0,336.0,791.6799926757812,338.55999755859375,2.58,0.21
0158T9ED_upper_left,800.0,255.0,798.3634033203125,252.8963623046875,2.67,0.21
013NXP1H_upper_left,776.0,268.0,780.1599731445312,269.44000244140625,4.4,0.35
9GSQBATD_lower_right,799.0,345.0,795.5199584960938,343.67999267578125,3.72,0.3
0AAQ6BO3_upper_right,803.0,278.0,800.6429443359375,278.5912170410156,2.43,0.19
HZH8DYC7_lower_right,864.0,400.0,862.085205078125,396.6131286621094,3.89,0.31
015WW8D6_lower_right,779.0,371.0,773.7913818359375,370.6595764160156,5.22,0.42
0169NHT6_upper_left,830.0,283.0,827.5492553710938,280.9599914550781,3.19,0.26
ANLLPLV7_upper_left,736.0,314.0,736.890380859375,314.4007568359375,0.98,0.08
0145NKWZ_upper_right,842.0,272.0,839.0399780273438,272.7015686035156,3.04,0.24
KBGVMAF7_upper_left,813.0,240.0,805.4343872070312,235.3986053466797,8.86,0.71
01HMZ9RN_lower_right,785.0,345.0,784.0,343.8426818847656,1.53,0.12
01ETW4JZ_lower_left,843.0,337.0,842.9138793945312,341.1199951171875,4.12,0.33
013ZD6EX_upper_right,723.0,304.0,721.5706176757812,305.2799987792969,1.92,0.15
01FAYE3T_upper_right,765.0,280.0,764.7999877929688,279.7523498535156,0.32,0.03
0158T9ED_lower_right,830.0,351.0,827.5199584960938,351.3599853515625,2.51,0.2
BC0OWLNW_lower_left,816.0,411.0,818.025634765625,414.0799865722656,3.69,0.3
015WW8D6_upper_left,729.0,259.0,725.2739868164062,263.0624694824219,5.51,0.44
01G1AKV2_lower_right,820.0,379.0,821.214599609375,381.0517883300781,2.38,0.19
015WXFRN_upper_right,786.0,297.0,788.049072265625,301.44000244140625,4.89,0.39
0158T9ED_upper_right,798.0,255.0,794.2976684570312,254.131591796875,3.8,0.3
