Filename,X_True,Y_True,X_Model,Y_Model,Euc_dist,mm_Dist
GNR6QR3P_lower_right,795.0,350.0,790.3999633789062,350.8154296875,4.67,0.37
5LP835GA_upper_right,801.0,385.0,797.0081176757812,386.1076354980469,4.14,0.33
0191WKPV_lower_right,758.0,330.0,755.8399658203125,331.11907958984375,2.43,0.19
01E5XG8Z_lower_left,800.0,329.0,795.6741943359375,332.3697204589844,5.48,0.44
01ETW4JZ_upper_right,840.0,287.0,839.201416015625,284.79998779296875,2.34,0.19
DEBDX44O_upper_right,843.0,373.0,856.9599609375,374.7333984375,14.07,1.13
01FURZ62_lower_right,769.0,312.0,781.4400024414062,313.3540954589844,12.51,1.0
EB6DQGAR_lower_right,835.0,408.0,828.7999877929688,412.1548767089844,7.46,0.6
0145NKWZ_lower_left,848.0,352.0,848.0,351.3599853515625,0.64,0.05
MNIAB8K3_lower_left,792.0,336.0,789.1199951171875,337.6502380371094,3.32,0.27
0158T9ED_upper_left,800.0,255.0,795.5199584960938,253.04579162597656,4.89,0.39
013NXP1H_upper_left,776.0,268.0,776.3200073242188,269.44000244140625,1.48,0.12
9GSQBATD_lower_right,799.0,345.0,791.6799926757812,346.55303955078125,7.48,0.6
0AAQ6BO3_upper_right,803.0,278.0,800.6399536132812,277.7828369140625,2.37,0.19
HZH8DYC7_lower_right,864.0,400.0,859.5199584960938,399.2515563964844,4.54,0.36
015WW8D6_lower_right,779.0,371.0,769.9199829101562,370.55999755859375,9.09,0.73
0169NHT6_upper_left,830.0,283.0,826.239990234375,279.1346130371094,5.39,0.43
ANLLPLV7_upper_left,736.0,314.0,735.3599853515625,314.61328125,0.89,0.07
0145NKWZ_upper_right,842.0,272.0,836.47998046875,272.1942443847656,5.52,0.44
KBGVMAF7_upper_left,813.0,240.0,801.9199829101562,236.1599884033203,11.73,0.94
01HMZ9RN_lower_right,785.0,345.0,784.0,344.9599914550781,1.0,0.08
01ETW4JZ_lower_left,843.0,337.0,839.0399780273438,338.55999755859375,4.26,0.34
013ZD6EX_upper_right,723.0,304.0,718.719970703125,308.6832275390625,6.34,0.51
01FAYE3T_upper_right,765.0,280.0,763.5199584960938,278.3999938964844,2.18,0.17
0158T9ED_lower_right,830.0,351.0,826.239990234375,350.007568359375,3.89,0.31
BC0OWLNW_lower_left,816.0,411.0,818.5599975585938,412.8115539550781,3.14,0.25
015WW8D6_upper_left,729.0,259.0,723.8399658203125,259.8289489746094,5.23,0.42
01G1AKV2_lower_right,820.0,379.0,821.1199951171875,380.79998779296875,2.12,0.17
015WXFRN_upper_right,786.0,297.0,786.5599975585938,298.9275207519531,2.01,0.16
0158T9ED_upper_right,798.0,255.0,790.3999633789062,253.61289978027344,7.73,0.62
IHKL3Y8N_lower_left,790.0,376.0,787.8399658203125,379.742919921875,4.32,0.35
4J24X0ES_lower_right,819.0,478.0,822.3999633789062,480.9825744628906,4.52,0.36
DEBDX44O_upper_left,856.0,364.0,854.7070922851562,363.0891418457031,1.58,0.13
01E5XG8Z_upper_right,787.0,282.0,785.2799682617188,279.8343200683594,2.77,0.22
013NXP1H_upper_right,732.0,255.0,727.6799926757812,254.0800018310547,4.42,0.35
0KIUZ4G5_lower_left,872.0,354.0,894.0799560546875,352.6399841308594,22.12,1.77
LGADV15G_lower_right,802.0,353.0,798.0799560546875,351.3599853515625,4.25,0.34
CBSF6Q84_lower_right,752.0,322.0,753.2799682617188,318.7892761230469,3.46,0.28
01ETW4JZ_upper_left,832.0,286.0,827.6051635742188,281.4027404785156,6.36,0.51
0148UTKX_upper_left,785.0,327.0,782.719970703125,324.47998046875,3.4,0.27
DEBDX44O_lower_right,840.0,523.0,839.0399780273438,528.5084228515625,5.59,0.45
013NXP1H_lower_left,816.0,357.0,818.5599975585938,353.91998291015625,4.01,0.32
E552BK9X_upper_right,821.0,252.0,821.1199951171875,252.34100341796875,0.36,0.03
0VFZZY32_lower_left,781.0,432.0,782.7446899414062,429.6427307128906,2.93,0.23
014ZTUSK_lower_left,816.0,351.0,818.5599975585938,350.0799865722656,2.72,0.22
01KRCSKD_upper_left,832.0,312.0,826.239990234375,312.0783996582031,5.76,0.46
JJEIMAPR_lower_right,844.0,422.0,845.4400024414062,423.2894287109375,1.93,0.15
IHKL3Y8N_upper_left,770.0,311.0,767.3599853515625,312.0772399902344,2.85,0.23
56R9FBMK_lower_right,803.0,330.0,798.0799560546875,333.56988525390625,6.08,0.49
015WXFRN_upper_left,790.0,304.0,782.8419189453125,300.1600036621094,8.12,0.65
017UYAW4_upper_right,773.0,285.0,775.0399780273438,281.6687927246094,3.91,0.31
01J9RWK6_upper_right,739.0,311.0,728.9599609375,310.3827209472656,10.06,0.8
013NUWYR_lower_right,818.0,236.0,818.5599975585938,238.7284698486328,2.79,0.22
01J1XXHR_lower_right,760.0,330.0,768.6399536132812,333.44000244140625,9.3,0.74
016XWJ8X_upper_right,834.0,326.0,827.5199584960938,324.5653381347656,6.64,0.53
01JH0154_upper_left,819.0,301.0,819.9277954101562,302.7200012207031,1.95,0.16
BC0OWLNW_lower_right,831.0,412.0,824.9599609375,413.2706298828125,6.17,0.49
0KIUZ4G5_lower_right,900.0,353.0,905.5999755859375,352.557373046875,5.62,0.45
9GSQBATD_upper_left,780.0,313.0,781.4400024414062,312.9599914550781,1.44,0.12
015KFJV6_upper_right,802.0,303.0,798.0799560546875,306.55999755859375,5.3,0.42
01J1XXHR_upper_left,777.0,292.0,781.4400024414062,288.1921691894531,5.85,0.47
KWWQJ60M_lower_left,780.0,349.0,786.5599975585938,349.601318359375,6.59,0.53
B7JSFJPG_upper_left,779.0,328.0,780.1599731445312,325.7599792480469,2.52,0.2
5SD5BWLR_upper_left,781.0,287.0,781.4400024414062,283.5199890136719,3.51,0.28
